text	labels
He was a key player in the deal that ended 21 years of civil war between rebels in southern Sudan and the Khartoum government .	O O O O O O O O O O B-tim O O O O O O O O B-gpe O O B-org O O
The U.S. diplomats plan to hold talks with government officials in Khartoum after their meetings in the south of the country .	O B-geo O O O O O O O O O B-geo O O O O O O O O O O
A lawyers for two British journalists being held in Zimbabwe has accused prosecutors of deliberately delaying the proceedings after state witnesses failed to turn up at court .	O O O O B-gpe O O O O B-geo O O O O O O O O O O O O O O O O O O
"Beatrice Mtetwa told the court in the northern town of Norton Friday that prosecutors are seeking "" to prolong the accused 's agony . """	B-per I-per O O O O O O O O B-geo B-tim O O O O O O O O O O O O O
The Sunday Telegraph 's chief foreign correspondent Toby Harnden and photographer Julian Simmonds have been in custody for more than a week on charges of reporting on last week 's parliamentary elections without accreditation .	O B-org I-org O O O O B-per I-per O O B-per I-per O O O O O O O O O O O O O O O O O O O O O O
The journalists were granted bail last week .	O O O O O O O O
But the state appealed , forcing the men to remain in custody .	O O O O O O O O O O O O O
Ms. Mtetwa said Friday 's proceedings lasted less than one hour because not all of the state 's witnesses showed up in court .	B-per I-per O B-tim O O O O O O O O O O O O O O O O O O O O
Reports from Baghdad say two bombs have exploded near a market in central Baghdad , killing at least 10 people .	O O B-geo O O O O O O O O O O B-geo O O O O O O O
Police say the second bomb was detonated Tuesday after a crowd had gathered at the site of the first blast , near a shop just outside the Bab al-Sharjee market .	O O O O O O O B-tim O O O O O O O O O O O O O O O O O O O B-geo I-geo O O
Hours earlier , two Iraqi civilians were killed and four policemen were wounded in two separate roadside bombings in southern Iraq ( at Yousifiyah , south of Baghdad , and in Basra province ) .	O O O O B-gpe O O O O O O O O O O O O O O O B-geo O O B-geo O B-geo I-geo I-geo O O O B-geo O O O
A U.S. military announcement today says three Marines were killed Monday near the restive town of Hit in western Anbar province .	O B-geo O O B-tim O O B-org O O B-tim O O O O B-geo I-geo O B-geo I-geo O O
A fourth Marine has died of wounds suffered in a similar attack in the same region on Sunday .	O O B-org O O O O O O O O O O O O O O B-tim O
The U.S. military in Iraq has sent a team of forensic experts to the northern city of Mosul to investigate the cause of Tuesday 's massive explosion at an American military base that killed 22 people and wounded 72 others .	O B-gpe O O B-geo O O O O O O O O O O O O B-geo O O O O O B-tim O O O O O B-gpe O O O O O O O O O O O
Initial reports said the base 's dining hall was struck by either a mortar or rocket .	O O O O O O O O O O O O O O O O O
But the military says it is not ruling out anything .	O O O O O O O O O O O
The militant group that claimed responsibility for the attack said it was carried out by a suicide bomber .	O O O O O O O O O O O O O O O O O O O
Among the dead were 14 American military personnel , four U.S civilian contractors and four Iraqi security force members .	O O O O O B-gpe O O O O O O O O O B-gpe O O O O
Most of the wounded were also American servicemen .	O O O O O O B-gpe O O
Wednesday , the streets of Mosul were deserted and the city 's five bridges were closed .	B-tim O O O O B-geo O O O O O O O O O O O
American tanks and troops were positioned across the city and helicopters hovered overhead .	B-gpe O O O O O O O O O O O O O
The Rock and Roll Hall of Fame has inducted its newest members at a star-studded ceremony in New York City .	O B-per O B-per I-per O B-geo O O O O O O O O O O B-geo I-geo I-geo O
The 2006 class of inductees includes heavy metal band Black Sabbath , punk rockers the Sex Pistols , southern rock mainstays Lynyrd Skynyrd , and the late jazz legend Miles Davis .	O B-tim O O O O O O O B-per I-per O O O O O O O O O O B-per I-per O O O O O O B-per I-per O
Members of the new wave band Blondie also were inducted into the Hall of Fame , Monday .	O O O O O O B-org O O O O O B-per O B-geo O B-tim O
The hall also gave a lifetime achievement award to trumpeter Herb Alpert and business partner Jerry Moss , the founders of A&M Records .	O O O O O O O O O O B-per I-per O O O B-per I-per O O O O B-org I-org O
Musicians become eligible for Hall of Fame consideration 25 years after their first recording .	O O O O B-per O B-geo O O O O O O O O
The Hall of Fame has a museum in Cleveland , Ohio to honor the history and personalities of rock music .	O B-per O B-geo O O O O B-geo O B-geo O O O O O O O O O O
Russia says a strain of bird flu virus found infecting fowl in Siberia is the deadly H5N1 strain that can be transmitted to humans .	B-geo O O O O O O O O O O O B-geo O O O O O O O O O O O O
A spokesman for the agricultural ministry in Moscow Friday said the investigation of the bird flu outbreak in Russia 's Novosibirsk region indicated the need for wider quarantine measures .	O O O O O O O B-geo B-tim O O O O O O O O O B-geo O B-geo O O O O O O O O O
The outbreak in Siberia began earlier this month when large numbers of chicken , geese and other fowl began dying .	O O O B-geo O O O O O O O O O O O O O O O O O
Strains of the virus have been hitting flocks throughout Asia , and more than 50 people in southeast Asia have died from exposure to the virus since 2003 .	O O O O O O O O O B-geo O O O O O O O O B-geo O O O O O O O B-tim I-tim O
Health experts fear a global pandemic if the virus mutates into a form easily passed among humans .	O O O O O O O O O O O O O O O O O O
Two car bomb blasts near the Shi'ite shrine city of Karbala in southern Iraq have killed at least 20 people and wounded more than 50 others .	O O O O O O O O O O B-geo O B-geo I-geo O O O O O O O O O O O O O
Iraqi officials say the attacks targeted Shi'ite pilgrims heading to Karbala for an important Sh'ite holiday this week .	B-gpe O O O O O O O O O B-geo O O O O O O O O
Earlier Monday , another car bomb exploded in front of the Baghdad offices of Al-Arabiya television , killing at least four people and wounding 16 others .	O B-tim O O O O O O O O O B-geo O O O O O O O O O O O O O O O
Al-Arabiya staffers said the explosion badly damaged the building and left a huge crater .	O O O O O O O O O O O O O O O
Iraqi officials had previously warned the network about the threat of an insurgent attack .	B-gpe O O O O O O O O O O O O O O
Monday 's bombing was not the first time Al-Arabiya has been targeted in Iraq .	B-tim O O O O O O O O O O O O B-geo O
The network 's Baghdad bureau chief escaped harm in 2008 after a bomb was found strapped to his car .	O O O B-geo O O O O O B-tim O O O O O O O O O O
The Arabic-language station is owned by Saudi Arabia and based in Dubai .	O O O O O O B-geo I-geo O O O B-geo O
A Jewish settler in the West Bank has been indicted by an Israeli court in the shooting deaths of four Palestinians in northern Israel earlier this month .	O O O O O B-org I-org O O O O O B-gpe O O O O O O O B-gpe O O B-geo O O O O
Defendant Asher Weisgan has been in Israeli custody since allegedly opening fire on a group of Palestinian workers at an industrial zone at the West Bank settlement of Shiloh on August 17 .	O B-per I-per O O O B-gpe O O O O O O O O O B-gpe O O O O O O O B-geo I-geo I-geo O B-geo O B-tim I-tim O
At the time of the assault , police said a gunman seized a rifle from an Israeli security officer at the work zone and then shot and killed two Palestinians he had driven to the job site .	O O O O O O O O O O O O O O O O B-gpe O O O O O O O O O O O O B-gpe O O O O O O O O
He then opened fire on a crowd of nearby workers , killing two more and wounding a fifth worker .	O O O O O O O O O O O O O O O O O O O O
Police said the attacker launched the attack to protest Israel 's recently concluded evacuation of the Gaza Strip .	O O O O O O O O O B-geo O O O O O O B-org I-org O
The leader of Germany 's Social Democratic Party says he will not run again for that post and might not serve in a new cabinet .	O O O B-geo O B-org I-org I-org O O O O O O O O O O O O O O O O O O
Franz Muentefering spoke Monday after the Social Democrats ' executive committee named a left-wing party member to run for party general secretary , rejecting Mr. Muentefering 's chosen candidate .	B-per I-per O B-tim O O B-org I-org O O O O O O O O O O O O O O O O B-per I-per O O O O
The committee nominated Andrea Nahles to run , rejecting Kajo Wasserhoevel .	O O O B-per I-per O O O O B-per I-per O
Mr. Muentefering was set to become vice chancellor in a government led by Christian Democrat Chancellor-designate Angela Merkel .	B-per I-per O O O O O O O O O O O B-org I-org I-org B-per B-org O
The Social Democrats will elect their general secretary in mid-November .	O B-org I-org O O O O O O B-tim O
Iraqi Shi'ite leaders say they have made their final compromise proposal to Sunni Arabs on the text of a new constitution .	B-gpe O O O O O O O O O O O O B-gpe O O O O O O O O
A Shi'ite official said Friday the proposal addresses the two main Sunni Arab objections : federalism , and efforts to exclude former members of Saddam Hussein 's Ba'ath Party from public life .	O O O O B-tim O O O O O O O O O O O O O O O O O O O B-org I-org O B-org I-org O O O O
The announcement comes following a phone call from President Bush to Abdul-Aziz al-Hakim , the leader of Iraq 's largest Shi'ite party .	O O O O O O O O O B-per O B-geo I-geo O O O O B-geo O O O O O
The White House says it is doing everything it can to assist the Iraqis in moving the democratic process forward .	O B-org I-org O O O O O O O O O O B-gpe O O O O O O O
In other developments , the U.S. military launched multiple airstrikes Friday against a building sheltering about 50 suspected terrorists in the western province of Al-Anbar , close to the Syrian border .	O O O O O B-geo O O O O B-tim O O O O O O O O O O O O O B-geo O O O O B-gpe O O
No casualty figures were released .	O O O O O O
The Russian state-owned oil firm Rosneft has rejected a statement by the giant natural gas company Gazprom about their planned merger .	O B-gpe O O O B-per O O O O O O O O O O B-geo O O O O O
Wednesday , Gazprom chief Alexei Miller said the Yuganskneftegaz production unit would become an independent state company led by Rosneft head Sergei Bogdanchikov .	B-tim O B-geo O B-per I-per O O B-org O O O O O O O O O O B-per O B-per I-per O
Rosneft Thursday said the statement does not correspond with reality , and should be taken as opinion .	B-per B-tim O O O O O O O O O O O O O O O O
The merger would give the state a controlling stake in Gazprom , which would allow the lifting of a ban on foreign ownership of its shares .	O O O O O O O O O O B-geo O O O O O O O O O O O O O O O O
The government had seized Yuganskneftegaz for failure to pay taxes and sold it at auction last year .	O O O O B-org O O O O O O O O O O O O O
Rosneft acquired the unit from a previously unknown company that purchased it at the auction .	B-per O O O O O O O O O O O O O O O
Critics accuse the Kremlin of trying to tighten control of the oil market and retaliate for former Yukos chief Mikhail Khodorkovsky 's support of the political opposition , charges authorities deny .	O O O B-org O O O O O O O O O O O O O B-org O B-per I-per O O O O O O O O O O O
Iranian President Mahmoud Ahmadinejad has called for closer cooperation with Syria , as both countries face continuing diplomatic pressure from Western governments .	B-gpe B-per I-per I-per O O O O O O B-geo O O O O O O O O O O O O
Mr. Ahmadinejad 's comments Sunday in Tehran came in a joint news conference with visiting Syrian President Bashar al-Assad .	B-per I-per O O B-tim O B-geo O O O O O O O O B-gpe B-per I-per I-per O
The Iranian news agency quotes Mr. Ahmadinejad as saying common threats require more bilateral cooperation to protect the Middle East from foreign aggression .	O B-gpe O O O B-per I-per O O O O O O O O O O O B-geo I-geo O O O O
Both governments remain on a U.S. list of countries supporting terrorism , and Washington accuses both countries of failing to stop Islamic insurgents from crossing their borders into Iraq .	O O O O O B-geo O O O O O O O B-geo O O O O O O O O O O O O O O B-geo O
Additionally , the United States and European governments accuse Iran of seeking to build atomic weapons .	O O O B-geo I-geo O O O O B-geo O O O O O O O
Both governments deny the charges .	O O O O O O
Authorities in Angola say 14 more people have died from the Marburg virus , raising the death toll from the outbreak to 146 .	O O B-geo O O O O O O O O B-nat O O O O O O O O O O O O
This makes it the worst outbreak of the Ebola-like virus since 123 people died in the neighboring Democratic Republic of Congo between 1998 and 2000 .	O O O O O O O O O O O O O O O O O B-geo I-geo I-geo I-geo B-tim I-tim I-tim I-tim O
The World Health Organization has deployed 20 experts to Angola to help combat the virus , which is characterized by headaches , vomiting and diarrhea .	O B-org I-org I-org O O O O O B-geo O O O O O O O O O O O O O O O O
The outbreak has been mainly confined to the northern province of Uige .	O O O O O O O O O O O B-geo O
Store owners in the capital city of Luanda say panicked residents have bought out all their stocks of household bleach to help guard against the virus .	O O O O O O O B-geo O O O O O O O O O O O O O O O O O O O
Ethiopia 's elections body has rejected opposition calls for a re-run of last month 's parliamentary poll , won by the ruling party in a landslide .	B-org O O O O O O O O O O O O O O O O O O O O O O O O O O
A coalition of six parties said the May 23 election was rigged , and that voters and opposition candidates were harassed .	O O O O O O O B-tim I-tim I-tim O O O O O O O O O O O O
The National Electoral Board said Wednesday that the opposition claims were not backed by any evidence .	O B-org I-org I-org O B-tim O O O O O O O O O O O
Election results showed the ruling EPRDF coalition and allied parties taking 534 out of 537 parliamentary seats .	O O O O O B-org O O O O O O O O O O O O
Opposition leaders say the government 's near-total victory could not be accomplished without cheating .	O O O O O O O O O O O O O O O
Both the United States and the European Union criticized the election as falling short of international standards .	O O B-geo I-geo O O B-org I-org O O O O O O O O O O
Ethiopian officials have said the voting was free , fair , and democratic .	B-gpe O O O O O O O O O O O O O
The election was Ethiopia 's first parliamentary poll since a disputed 2005 vote that led to violent unrest .	O O O B-geo O O O O O O O O O O O O O O O
Security forces killed nearly 200 people while putting down demonstrations after that poll .	O O O O O O O O O O O O O O
Election authorities in Liberia have begun releasing returns from the country 's first post-war election , in which large numbers turned out to elect a new president and parliament .	O O O B-geo O O O O O O O O O O O O O O O O O O O O O O O O O O
With ballots from about one percent of the polling stations counted , former World Bank economist Ellen Johnson-Sirleaf has 24 percent of the vote .	O O O O O O O O O O O O O B-org I-org I-org I-org I-org O O O O O O O
Soccer ( football ) star George Weah , one of her opponents in the presidential race , has 21 percent .	O O O O O B-per I-per O O O O O O O O O O O O O O
The head of Liberia 's National Elections Commission , Frances Johnson Morris , says it could take three to seven days of vote counting before the new leader is known .	O O O B-geo O B-org I-org I-org O B-per I-per I-per O O O O O O O O O O O O O O O O O O O
United Nations Secretary General Kofi Annan and the U.S. ambassador to Liberia , Donald Booth , have praised Liberians for conducting a peaceful and orderly election .	B-org I-org O B-per I-per I-per O O B-geo O O B-geo O B-per I-per O O O B-gpe O O O O O O O O
Liberia 's vote is seen as a step toward restoring stability to a country beset by war and corruption .	B-geo O O O O O O O O O O O O O O O O O O O
The Philippines will keep its peacekeeping force in Haiti despite a sniper attack on a Filipino enlisted man Thursday .	O B-org O O O O O O B-geo O O O O O O B-gpe O O B-tim O
Staff Sergeant Rodrigo Galam was standing guard outside the Christopher Hotel in Port-au-Prince when he came under sniper fire .	B-per I-per I-per I-per O O O O O B-art I-art O B-geo O O O O O O O
His body armor saved him from injury by deflecting two bullets .	O O O O O O O O O O O O
The hotel will be the future headquarters of the UN peacekeeping forces in the country .	O O O O O O O O O B-org O O O O O O
Philippine ambassador to the United Nations Lauro Baja said in a statement that the attack would not in any way alter Manila 's resolve to help bring peace and stability to Haiti .	B-org O O O B-org I-org I-org I-org O O O O O O O O O O O O O B-geo O O O O O O O O O B-geo O
The Philippines deployed 135 troops to Haiti in December .	O B-org O O O O B-geo O B-tim O
IRAQ-POVERTY ( Washington )	B-eve O B-geo O
Rep. Tony Hall , D-Ohio , urges the United Nations to allow a freer flow of food and medicine into Iraq .	B-per I-per I-per O B-geo O O O B-org I-org O O O O O O O O O O B-geo O
Hall , who recently returned from a trip to Iraq , said U.N. economic sanctions have hurt millions of civilians there .	B-per O O O O O O O O B-geo O O B-org O O O O O O O O O
By AUSTIN ZALKIN .	O B-per I-per O
The economy suffers from the typical Pacific island problems of geographic isolation , few resources , and a small population .	O O O O O O B-geo O O O O O O O O O O O O O O
Government expenditures regularly exceed revenues , and the shortfall is made up by critically needed grants from New Zealand that are used to pay wages to public employees .	O O O O O O O O O O O O O O O O O B-geo I-geo O O O O O O O O O O
Niue has cut government expenditures by reducing the public service by almost half .	B-org O O O O O O O O O O B-tim I-tim O
The agricultural sector consists mainly of subsistence gardening , although some cash crops are grown for export .	O O O O O O O O O O O O O O O O O O
Industry consists primarily of small factories to process passion fruit , lime oil , honey , and coconut cream .	O O O O O O O O O O O O O O O O O O O O
The sale of postage stamps to foreign collectors is an important source of revenue .	O O O O O O O O O O O O O O O
The island in recent years has suffered a serious loss of population because of emigration to New Zealand .	O O O O O O O O O O O O O O O O B-geo I-geo O
Efforts to increase GDP include the promotion of tourism and financial services , although the International Banking Repeal Act of 2002 resulted in the termination of all offshore banking licenses .	O O O O O O O O O O O O O O O B-org I-org I-org I-org O B-tim O O O O O O O O O O
Economic aid from New Zealand in FY08/09 was US $ 5.7 million .	O O O B-geo I-geo O B-geo O O O O O O
Niue suffered a devastating typhoon in January 2004 , which decimated nascent economic programs .	B-org O O O O O B-tim I-tim O O O O O O O
While in the process of rebuilding , Niue has been dependent on foreign aid .	O O O O O O O B-org O O O O O O O
British influence and control over what would become Nigeria and Africa 's most populous country grew through the 19th century .	B-gpe O O O O O O O B-geo O B-geo O O O O O O O B-tim I-tim O
A series of constitutions after World War II granted Nigeria greater autonomy ; independence came in 1960 .	O O O O O O O B-eve O B-geo O O O O O O B-tim O
Following nearly 16 years of military rule , a new constitution was adopted in 1999 , and a peaceful transition to civilian government was completed .	O O B-tim O O O O O O O O O O O B-tim O O O O O O O O O O O
The government continues to face the daunting task of reforming a petroleum-based economy , whose revenues have been squandered through corruption and mismanagement , and institutionalizing democracy .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
In addition , Nigeria continues to experience longstanding ethnic and religious tensions .	O O O B-geo O O O O O O O O O
Although both the 2003 and 2007 presidential elections were marred by significant irregularities and violence , Nigeria is currently experiencing its longest period of civilian rule since independence .	O O O B-tim O B-tim O O O O O O O O O O B-geo O O O O O O O O O O O O
The general elections of April 2007 marked the first civilian-to-civilian transfer of power in the country 's history .	O O O O B-tim I-tim O O O O O O O O O O O O O
In January 2010 , Nigeria assumed a nonpermanent seat on the UN Security Council for the 2010 - 11 term .	O B-tim I-tim O B-geo O O O O O O B-org I-org I-org O O B-tim O B-tim I-tim O
Britain conquered Burma over a period of 62 years ( 1824 - 1886 ) and incorporated it into its Indian Empire .	B-org O B-org O O B-tim I-tim I-tim O O B-tim I-tim I-tim O O O O O O B-gpe O O
Burma was administered as a province of India until 1937 when it became a separate , self-governing colony ; independence from the Commonwealth was attained in 1948 .	B-org O O O O O O B-geo O B-tim O O O O O O O O O O O O B-org O O O B-tim O
Gen. NE WIN dominated the government from 1962 to 1988 , first as military ruler , then as self-appointed president , and later as political kingpin .	B-per I-per I-per O O O O B-tim I-tim I-tim O O O O O O O O O O O O O O O O O
In September 1988 , the military deposed NE WIN and established a new ruling junta .	O B-tim I-tim O O O O B-per I-per O O O O O O O
Despite multiparty legislative elections in 1990 that resulted in the main opposition party - the National League for Democracy ( NLD ) - winning a landslide victory , the junta refused to hand over power .	O O O O O B-tim O O O O O O O O O B-org I-org I-org I-org O B-org O O O O O O O O O O O O O O O
NLD leader and Nobel Peace Prize recipient AUNG SAN SUU KYI , who was under house arrest from 1989 to 1995 and 2000 to 2002 , was imprisoned in May 2003 and subsequently transferred to house arrest .	B-org O O B-org I-org I-org O O O O O O O O O O O O B-tim I-tim I-tim I-tim I-tim I-tim I-tim O O O O B-tim I-tim O O O O O O O
She was finally released in November 2010 .	O O O O O B-tim I-tim O
After the ruling junta in August 2007 unexpectedly increased fuel prices , tens of thousands of Burmese marched in protest , led by prodemocracy activists and Buddhist monks .	O O O O O B-tim I-tim O O O O O O O O O B-gpe O O O O O O O O O O O O
In late September 2007 , the government brutally suppressed the protests , killing at least 13 people and arresting thousands for participating in the demonstrations .	O O B-tim I-tim O O O O O O O O O O O O O O O O O O O O O O
Since then , the regime has continued to raid homes and monasteries and arrest persons suspected of participating in the pro-democracy protests .	O O O O O O O O O O O O O O O O O O O O O O O
Burma in early May 2008 was struck by Cyclone Nargis , which claimed over 1,38,000 dead and tens of thousands injured and homeless .	B-geo O O B-tim I-tim O O O B-org I-org O O O O O O O O O O O O O O
Despite this tragedy , the junta proceeded with its May constitutional referendum , the first vote in Burma since 1990 .	O O O O O O O O O B-tim O O O O O O O B-geo B-tim I-tim O
Parliamentary elections held in November 2010 , considered flawed by many in the international community , saw the junta 's Union Solidarity and Development Party garnering over 75 % of the seats .	O O O O B-tim I-tim O O O O O O O O O O O O O O B-org I-org I-org I-org I-org O O O O O O O O
Parliament convened in January 2011 and selected former Prime Minister THEIN SEIN as president .	B-org O O B-tim I-tim O O O B-per O O O O O O
The vast majority of national-level appointees named by THEIN SEIN are former or current military officers .	O O O O O O O O O O O O O O O O O
Grenada relies on tourism as its main source of foreign exchange especially since the construction of an international airport in 1985 .	B-org O O O O O O O O O O O O O O O O O O O B-tim O
Hurricanes Ivan ( 2004 ) and Emily ( 2005 ) severely damaged the agricultural sector - particularly nutmeg and cocoa cultivation - which had been a key driver of economic growth .	B-org I-org O B-tim O O O O B-tim O O O O O O O O O O O O O O O O O O O O O O O
Grenada has rebounded from the devastating effects of the hurricanes but is now saddled with the debt burden from the rebuilding process .	B-org O O O O O O O O O O O O O O O O O O O O O O
Public debt-to-GDP is nearly 110 % , leaving the THOMAS administration limited room to engage in public investments and social spending .	B-per I-per O O O O O O O B-org O O O O O O O O O O O O
Strong performances in construction and manufacturing , together with the development of tourism and an offshore financial industry , have also contributed to growth in national output ; however , economic growth was stagnant in 2010 after a sizeable contraction in 2009 , because of the global economic slowdown 's effects on tourism and remittances .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-tim O O O O O B-tim O O O O O O O O O O O O O O
One day a countryman going to the nest of his Goose found there an egg all yellow and glittering .	O O O O O O O O O O O O O O O O O O O O
When he took it up it was as heavy as lead and he was going to throw it away , because he thought a trick had been played upon him .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
But he took it home on second thoughts , and soon found to his delight that it was an egg of pure gold .	O O O O O O O O O O O O O O O O O O O O O O O O
Every morning the same thing occurred , and he soon became rich by selling his eggs .	B-tim I-tim O O O O O O O O O O O O O O O
As he grew rich he grew greedy ; and thinking to get at once all the gold the Goose could give , he killed it and opened it only to find nothing .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Greed oft o'er reaches itself .	O O O O O O
A Doe had had the misfortune to lose one of her eyes , and could not see any one approaching her on that side .	O O O O O O O O O O O O O O O O O O O O O O O O O
So to avoid any danger she always used to feed on a high cliff near the sea , with her sound eye looking towards the land .	O O O O O O O O O O O O O O O O O O O O O O O O O O O
By this means she could see whenever the hunters approached her on land , and often escaped by this means .	O O O O O O O O O O O O O O O O O O O O O
But the hunters found out that she was blind of one eye , and hiring a boat rowed under the cliff where she used to feed and shot her from the sea .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
""" Ah , "" cried she with her dying voice ,"	O O O O O O O O O O O
""" You can not escape your fate . """	O O O O O O O O O
A WOLF followed a flock of sheep for a long time and did not attempt to injure one of them .	O O O O O O O O O O O O O O O O O O O O O
The Shepherd at first stood on his guard against him , as against an enemy , and kept a strict watch over his movements .	O O O O O O O O O O O O O O O O O O O O O O O O O
But when the Wolf , day after day , kept in the company of the sheep and did not make the slightest effort to seize them , the Shepherd began to look upon him as a guardian of his flock rather than as a plotter of evil against it ; and when occasion called him one day into the city , he left the sheep entirely in his charge .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The Wolf , now that he had the opportunity , fell upon the sheep , and destroyed the greater part of the flock .	O O O O O O O O O O O O O O O O O O O O O O O O
When the Shepherd returned to find his flock destroyed , he exclaimed :	O O O O O O O O O O O O O
""" I have been rightly served ; why did I trust my sheep to a Wolf ? '"	O O O O O O O O O O O O O O O O O O
Documents released by the White House show that the Democratic National Committee asked Al Gore to make 140 calls to campaign donors , but he only connected on 56 of them .	O O O O B-org I-org O O O B-org I-org I-org O B-per I-per O O O O O O O O O O O O O O O O O
The other 84 hung up because he sounds just like a dial tone .	O O O O O O O O O O O O O O
When NASA first started sending up astronauts , they quickly discovered that ball-point pens would not work in zero gravity .	O B-org O O O O O O O O O O O O O O O O O O O
To combat this problem , NASA scientists spent a decade and $ 12 billion developing a pen that writes in zero gravity , upside down , underwater , on almost any surface including glass and at temperatures ranging from below freezing to over 300 °C .	O O O O O B-org O O O B-tim O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
The Russians use a pencil .	O B-gpe O O O O
Krygyz President Kurmanbek Bakiyev says he is ready for any new proposals from the U.S. government to stabilize the situation in Afghanistan .	B-gpe B-per I-per I-per O O O O O O O O O O B-gpe O O O O O O B-geo O
Mr. Bakiyev made his comments to the British Broadcasting Corporation Wednesday .	B-per I-per O O O O O B-org I-org I-org B-tim O
But Kyrgyz officials said Thursday the government will not reverse its decision to evict U.S. forces from a key military base that supports Western troops in Afghanistan .	O B-gpe O O B-tim O O O O O O O O O B-gpe O O O O O O O O O O O B-geo O
Last week , Kyrgyzstan ordered U.S. forces to leave the Manas air base within six months after President Bakiyev signed the decision into law .	O O O B-gpe O B-gpe O O O O B-geo O O O O O O B-per I-per O O O O O O
"U.S. Defense Secretary Robert Gates said he believes the issue is not "" closed , "" and that the U.S. will try to reach a new agreement with Kyrgyzstan ."	B-gpe B-per I-per I-per I-per O O O O O O O O O O O O O O B-geo O O O O O O O O B-org O
As an alternative , Gates said the U.S. is considering other supply routes .	O O O O B-per O O B-gpe O O O O O O
Manas Air Base is currently the only U.S. military supply route in Central Asia .	B-geo I-geo I-geo O O O O B-gpe O O O O B-geo I-geo O
A top U.S. military officer said Tajikistan and Uzbekistan have agreed to allow the transit of non-lethal U.S. cargo through their territory to Afghanistan .	O O B-gpe O O O B-gpe O B-gpe O O O O O O O O B-gpe O O O O O B-geo O
Washington also has received permission from Russia and Kazakhstan to send supplies to Afghanistan by rail .	B-gpe O O O O O B-gpe O B-gpe O O O O B-geo O O O
President Bakiyev had complained that Washington was not paying enough rent for the base .	B-per I-per O O O B-gpe O O O O O O O O O
He announced plans to close it after Russia pledged to give Kyrgyzstan about $ 2 billion in loans and aid .	O O O O O O O B-gpe O O O B-gpe O O O O O O O O O
Most U.S. and NATO shipments into Afghanistan have been arriving by road through Pakistan , but those convoys have increasingly come under attack from Taliban and al-Qaida militants .	O B-gpe O B-org O O B-geo O O O O O O B-geo O O O O O O O O O O B-org O B-org O O
Palestinian security officials say a clash between Israeli troops and Palestinian militants near the West Bank town of Jenin has left three militants dead .	B-gpe O O O O O O B-gpe O O B-gpe O O O B-org I-org O O B-geo O O O O O O
The officials identified the victims as a local leader of the Al Aqsa Martyrs Brigades and two members of Islamic Jihad .	O O O O O O O O O O O B-org I-org I-org I-org O O O O B-geo I-geo O
They say the fighting erupted when Israeli troops raided Jenin early Thursday morning .	O O O O O O B-gpe O O B-geo O B-tim I-tim O
Wednesday , Israel 's military warned it may bombard the Gaza Strip town of Beit Hanoun , if necessary , to stop Palestinian rocket fire into Israel .	B-tim O B-geo O O O O O O O B-geo I-geo O O B-geo I-geo O O O O O O B-gpe O O O B-geo O
The militants have been firing rockets from the area , despite earlier pledges to stop such attacks .	O O O O O O O O O O O O O O O O O O
In Washington , a State Department spokesman Sean McCormack said Secretary of State Condoleezza Rice has been pressing both sides to end the violence .	O B-geo O O B-org I-org O B-per I-per O B-org I-org I-org B-per I-per O O O O O O O O O O
President Bush is to meet with Palestinian leader Mahmoud Abbas at the White House next month for talks on peace efforts .	O B-per O O O O B-gpe O B-per I-per O O B-org I-org O O O O O O O O
The U.S. military says the death toll from Thursday 's suicide bomb attack on a Shi'ite funeral in the northern city of Mosul has risen to 50 .	O B-geo O O O O O O B-tim O O O O O O O O O O O O O B-geo O O O O O
More than 80 other people were injured in the blast , many critically .	O O O O O O O O O O O O O O
No group has claimed responsibility for the attack .	O O O O O O O O O
Friday , grieving families buried their dead in private , canceling plans for a mass funeral procession because of fears it would be attacked .	B-tim O O O O O O O O O O O O O O O O O O O O O O O O
On the political front , Iraq 's main Shi'ite alliance , which swept the January 30 elections , is finalizing a deal with Kurdish leaders to form a coalition ahead of the new parliament 's first session next Wednesday .	O O O O O B-geo O O O O O O O O B-tim I-tim O O O O O O O O O O O O O O O O O O O O O O B-tim O
And a Polish newspaper quoted Warsaw 's defense minister Jerzy Szmajdzinski , as saying Poland will withdraw several hundred of its troops from Iraq in July .	O O B-gpe O O B-per O O O B-per I-per O O O B-geo O O O O O O O O B-geo O B-tim O
The leaders of the 53-member African Union have opened their two-day summit , where they will focus on debt relief and a greater voice in the United Nations .	O O O O O B-org I-org O O O B-tim O O O O O O O O O O O O O O O B-org I-org O
The African summit beginning Monday is being held just days before the leaders of the Group of Eight industrialized nations gather in Scotland to discuss debt relief for the war-torn , poverty-stricken continent .	O B-gpe O O B-tim O O O O O O O O O O B-org I-org I-org O O O O B-geo O O O O O O O O O O O
